,agency_name,agency_status,agency_address,agency_latitude,agency_longitude,latlng,city,GA_state,county,agency_simple
944,Fleming & Riles Insurance,OPERATIONAL,"636 Pointe North Boulevard, Albany",31.61235,-84.2250335,"31.61235,-84.2250335",Albany,Georgia,Dougherty County,Fleming & Riles Insurance
945,Luckie Insurance,OPERATIONAL,"1277 U.S. 82, Leesburg",31.635312100000004,-84.24478719999999,"31.635312100000004,-84.24478719999998",Leesburg,Georgia,Lee County,Luckie Insurance
946,Farmers Insurance Sherlyn Wilson Agency,OPERATIONAL,"13010 Morris Road, Alpharetta",34.0961337,-84.2626691,"34.09613369999999,-84.2626691",Milton,Georgia,Fulton County,Farmers Insurance Sherlyn Wilson Agency
947,National Transportation: Munson Richard,OPERATIONAL,"1051 Cambridge Square, Alpharetta",34.067593,-84.315105,"34.067593,-84.315105",Alpharetta,Georgia,Fulton County,National Transportation: Munson Richard
948,Long Term Care Insurance Partner,OPERATIONAL,"312 Maxwell Road, Alpharetta",34.06715689999999,-84.30057420000001,"34.06715689999999,-84.30057420000001",Alpharetta,Georgia,Fulton County,Long Term Care Insurance Partner
949,Alfa Insurance - Brad Bowen Agency,OPERATIONAL,"3598 Old Milton Parkway, Alpharetta",34.0658787,-84.2552177,"34.0658787,-84.2552177",Alpharetta,Georgia,Fulton County,Alfa
950,Cotton States Insurance,OPERATIONAL,"3556 Old Milton Parkway, Alpharetta",34.066579700000005,-84.2561037,"34.066579700000005,-84.2561037",Alpharetta,Georgia,Fulton County,Cotton States Insurance
951,Rick Kilpatrick: Allstate Insurance,OPERATIONAL,"1810 Wylds Road Ste D, Augusta",33.457365100000004,-82.0718047,"33.457365100000004,-82.0718047",Augusta,Georgia,Richmond County,Allstate
952,Allstate Insurance Jamie Felder,OPERATIONAL,"205 North Belair Road, Evans",33.514391499999995,-82.1427022,"33.51439149999999,-82.1427022",Evans,Georgia,Columbia County,Allstate
953,Horace Mann Insurance Co,OPERATIONAL,"119 Davis Road, Augusta",33.509260999999995,-82.084974,"33.509260999999995,-82.084974",Martinez,Georgia,Columbia County,Horace Mann Insurance Co
954,Acceptance Insurance,OPERATIONAL,"2485 North Columbia Street #111, Milledgeville",33.112563300000005,-83.2558696,"33.112563300000005,-83.2558696",Milledgeville,Georgia,Baldwin County,Acceptance Insurance
955,Bobby Brown Insurance Agency,OPERATIONAL,"1531 North Columbia Street, Milledgeville",33.0966991,-83.24200649999999,"33.0966991,-83.24200649999999",Milledgeville,Georgia,Baldwin County,Bobby Brown Insurance Agency
956,Dyer Bill,OPERATIONAL,"452 South Wayne Street, Milledgeville",33.0758864,-83.2252228,"33.0758864,-83.2252228",Milledgeville,Georgia,Baldwin County,Dyer Bill
957,Wilkinson Insurance,OPERATIONAL,"221 North Wayne Street, Milledgeville",33.0832726,-83.22743620000001,"33.0832726,-83.22743620000001",Milledgeville,Georgia,Baldwin County,Wilkinson Insurance
958,Andy Cowart - State Farm Insurance Agent,OPERATIONAL,"110 Executive Parkway, Milledgeville",33.0990407,-83.25864179999999,"33.0990407,-83.25864179999998",Milledgeville,Georgia,Baldwin County,Statefarm
959,Hogg Insurance Agency,OPERATIONAL,"101 Chase Court Northwest A, Milledgeville",33.0972179,-83.2560184,"33.0972179,-83.2560184",Milledgeville,Georgia,Baldwin County,Hogg Insurance Agency
960,A. Bruce Dempster: Allstate Insurance,OPERATIONAL,"3006 Heritage Road Ste B, Milledgeville",33.119842,-83.260902,"33.11984199999999,-83.260902",Milledgeville,Georgia,Baldwin County,Allstate
961,Merritt Massey - State Farm Insurance Agent,OPERATIONAL,"3006 Heritage Road ste d, Milledgeville",33.1198781,-83.26093879999999,"33.1198781,-83.26093879999998",Milledgeville,Georgia,Baldwin County,Statefarm
962,Murphey Insurance Inc,OPERATIONAL,"145 Garrett Way, Milledgeville",33.096282,-83.252561,"33.096282,-83.252561",Milledgeville,Georgia,Baldwin County,Murphey Insurance Inc
963,Central Insurance Group,OPERATIONAL,"3008 Heritage Road, Milledgeville",33.120298,-83.261077,"33.120298,-83.261077",Milledgeville,Georgia,Baldwin County,Central Insurance Group
964,First American Title Lending,OPERATIONAL,"2485 North Columbia Street # 90, Milledgeville",33.112563300000005,-83.2558696,"33.112563300000005,-83.2558696",Milledgeville,Georgia,Baldwin County,First American Title Lending
965,Durden Home/Commercial Inspctn,OPERATIONAL,"971 Sheppard Road, Tennille",32.914362,-82.71943040000001,"32.914362,-82.71943040000001",Sandersville,Georgia,Washington County,Durden Home/Commercial Inspctn
966,VanMinos Insurance Agency,OPERATIONAL,"92 North Sage Street, Toccoa",34.5787037,-83.3298137,"34.5787037,-83.3298137",Toccoa,Georgia,Stephens County,VanMinos Insurance Agency
967,Jack Bradley Agency,OPERATIONAL,"327 Helen Highway, Cleveland",34.605288,-83.76143,"34.605288,-83.76142999999998",Cleveland,Georgia,White County,Jack Bradley Agency
968,Graham Farms Insurance,OPERATIONAL,"211 East Oak Street # 6, McRae-Helena",32.0658465,-82.8924743,"32.0658465,-82.89247429999998",McRae-Helena,Georgia,Telfair County,Graham Farms Insurance
969,Dana Smith - Allstate Agent,OPERATIONAL,"1535 U.S. 19, Leesburg",31.6327985,-84.17501340000001,"31.6327985,-84.17501340000001",Leesburg,Georgia,Lee County,Allstate
970,Krista Anderson - State Farm Insurance Agent,OPERATIONAL,"2376 US Hwy 80 W, Ste 6, Dublin",32.5480952,-82.9702535,"32.5480952,-82.9702535",Dublin,Georgia,Laurens County,Statefarm
971,Farm Bureau,OPERATIONAL,"14010 U.S. 80, Jeffersonville",32.6830288,-83.3414081,"32.6830288,-83.3414081",Jeffersonville,Georgia,Twiggs County,Farm Bureau
972,Ty Cobb Healthcare System,OPERATIONAL,Toccoa,34.5805151,-83.3278853,"34.5805151,-83.32788529999998",Toccoa,Georgia,Stephens County,Ty Cobb Healthcare System
973,Williams Insurance,OPERATIONAL,"105 East Kelly Street, Sylvester",31.5276283,-83.8371645,"31.5276283,-83.8371645",Sylvester,Georgia,Worth County,Williams Insurance
974,Pro Insurance,OPERATIONAL,"321 North Main Street, Moultrie",31.1836717,-83.78930030000001,"31.1836717,-83.78930030000001",Moultrie,Georgia,Colquitt County,Pro Insurance
975,DWB Insurance the Muggridge Family,OPERATIONAL,"1148 Dawson Road, Albany",31.583904600000004,-84.18055,"31.58390459999999,-84.18055",Albany,Georgia,Dougherty County,DWB Insurance the Muggridge Family
976,Horace Mann Insurance Co.,OPERATIONAL,"215 Wes Park Drive, Perry",32.4752172,-83.7088502,"32.4752172,-83.7088502",Perry,Georgia,Houston County,Horace Mann Insurance Co.
977,Acceptance Insurance,OPERATIONAL,"1121 Ball Street ste e, Perry",32.4595161,-83.73485050000001,"32.4595161,-83.73485050000001",Perry,Georgia,Houston County,Acceptance Insurance
978,Taylor Insurance Services,OPERATIONAL,"223 Peterson Avenue South, Douglas",31.507094,-82.850462,"31.507094,-82.850462",Douglas,Georgia,Coffee County,Taylor Insurance Services
979,Prudential| Julian Pouncy | Life Insurance & Annuities,OPERATIONAL,"3343 Peachtree Road Northeast #700, Atlanta",33.8468472,-84.3668744,"33.8468472,-84.3668744",Atlanta,Georgia,Fulton County,Prudential| Julian Pouncy | Life Insurance & Annuities
980,Mid-Georgia Abstractors Inc,OPERATIONAL,"309 Holly Drive, Dublin",32.5795925,-82.9438812,"32.5795925,-82.94388119999998",Dublin,Georgia,Laurens County,Mid-Georgia Abstractors Inc
981,Dodge County Farm Bureau,OPERATIONAL,"5835 Anson Avenue, Eastman",32.2029535,-83.17073549999999,"32.2029535,-83.17073549999999",Eastman,Georgia,Dodge County,Farm Bureau
982,Woodmen of the World Insurance,OPERATIONAL,"401 Savannah Avenue, East Dublin",32.5483659,-82.8611063,"32.5483659,-82.8611063",East Dublin,Georgia,Laurens County,Woodmen of the World Insurance
983,Farm Bureau of Lanier County,OPERATIONAL,"716 West Thigpen Avenue, Lakeland",31.0410327,-83.0819589,"31.0410327,-83.08195889999998",Lakeland,Georgia,Lanier County,Farm Bureau
984,Jay Shaw Co,OPERATIONAL,"39 South Valdosta Road, Lakeland",31.0410228,-83.07525150000001,"31.0410228,-83.07525150000001",Lakeland,Georgia,Lanier County,Jay Shaw Co
985,Glenn Sturgis - Aflac Insurance Agent,OPERATIONAL,"3594 Guest Road, Valdosta",30.9134532,-83.237573,"30.9134532,-83.237573",Valdosta,Georgia,Lowndes County,Aflac
986,Guardian Life Insurance Co-America,OPERATIONAL,"3432 Bemiss Road, Valdosta",30.8880402,-83.2720926,"30.8880402,-83.2720926",Valdosta,Georgia,Lowndes County,Guardian Life Insurance Co-America
987,Jamie Joiner - COUNTRY Financial representative,OPERATIONAL,"2229 Bemiss Road, Valdosta",30.8636204,-83.279658,"30.8636204,-83.279658",Valdosta,Georgia,Lowndes County,Country
988,"Hall, Steele & Associates",OPERATIONAL,"2717 Windemere Drive, Valdosta",30.8681663,-83.2932832,"30.8681663,-83.29328319999998",Valdosta,Georgia,Lowndes County,"Hall, Steele & Associates"
989,Star Insurance & Retirement,OPERATIONAL,"1921 Baytree Place, Valdosta",30.8457,-83.3101,"30.8457,-83.31009999999998",Valdosta,Georgia,Lowndes County,Star Insurance & Retirement
990,Curry Companies,OPERATIONAL,"1825 Veterans Boulevard, Dublin",32.5397023,-82.94152820000001,"32.5397023,-82.94152820000002",Dublin,Georgia,Laurens County,Curry Companies
991,Allstate Insurance: Chris Kemp,OPERATIONAL,"144 West Church Street, Jasper",34.4671055,-84.43231479999999,"34.4671055,-84.43231479999999",Jasper,Georgia,Pickens County,Allstate
992,Tiffany Haggard - COUNTRY Financial representative,OPERATIONAL,"938 West Church Street Ste 102, Big Canoe",34.466247100000004,-84.4457781,"34.466247100000004,-84.4457781",Jasper,Georgia,Pickens County,Country
993,Grizzle Insurance Agency Inc.,OPERATIONAL,"143 Glyness Street, Jasper",34.471702,-84.449339,"34.471702,-84.449339",Jasper,Georgia,Pickens County,Grizzle Insurance Agency Inc.
994,Alfa Insurance - Bill Lawrence Agency,OPERATIONAL,"744 Noah Drive Ste 104, Jasper",34.4700982,-84.4586328,"34.47009819999999,-84.45863279999998",Jasper,Georgia,Pickens County,Alfa
995,Bill Parsons Insurance Agency,OPERATIONAL,"2736 Salem Church Road, Jasper",34.4388756,-84.4671295,"34.4388756,-84.4671295",Jasper,Georgia,Pickens County,Bill Parsons Insurance Agency
996,Farmers Insurance - William Boyles,OPERATIONAL,"105 North Main Street Ste 2, Jasper",34.4693222,-84.431049,"34.4693222,-84.431049",Jasper,Georgia,Pickens County,Farmers Insurance - William Boyles
997,Craig-Massee Insurance Agency,OPERATIONAL,"112 South Madison Avenue, Eatonton",33.325170299999996,-83.38957090000001,"33.325170299999996,-83.38957090000001",Eatonton,Georgia,Putnam County,Craig-Massee Insurance Agency
998,Farm Bureau Insurance: Lord Lucy,OPERATIONAL,"1001 Pennington Road, Madison",33.5817609,-83.48814959999999,"33.5817609,-83.48814959999999",Madison,Georgia,Morgan County,Farm Bureau
999,Jasper County Farm Bureau,OPERATIONAL,"671 West Washington Street, Monticello",33.305149699999994,-83.6905545,"33.305149699999994,-83.69055449999998",Monticello,Georgia,Jasper County,Farm Bureau
1000,Kent Robert,OPERATIONAL,"2661 North Columbia Street, Milledgeville",33.1340875,-83.2697447,"33.1340875,-83.26974469999998",Milledgeville,Georgia,Baldwin County,Kent Robert
1001,Alfa Insurance - Jim Fain Agency,OPERATIONAL,"130 Log Cabin Road Northeast unit a, Milledgeville",33.1512005,-83.26920720000001,"33.1512005,-83.26920720000001",Milledgeville,Georgia,Baldwin County,Alfa
1002,LTC Financial Partners,OPERATIONAL,"122 Wildwood Drive, Eatonton",33.404817,-83.25582800000001,"33.40481699999999,-83.25582800000001",Eatonton,Georgia,Putnam County,LTC Financial Partners
1003,Direct Auto Insurance,OPERATIONAL,"1402 Eatonton Road Suite 300, Madison",33.5754961,-83.4765208,"33.5754961,-83.4765208",Madison,Georgia,Morgan County,Direct Auto Insurance
1004,Equity Prime Insurance Consultants,OPERATIONAL,"1040 Founders Row, Greensboro",33.4552299,-83.2437003,"33.4552299,-83.2437003",Greensboro,Georgia,Greene County,Equity Prime Insurance Consultants
1005,Barlow & Bowen Insurance Center: Barlow Dennis,OPERATIONAL,"2225 Bemiss Road, Valdosta",30.8630988,-83.2797801,"30.8630988,-83.27978010000002",Valdosta,Georgia,Lowndes County,Barlow & Bowen Insurance Center: Barlow Dennis
1006,Moye's Insurance Inc,OPERATIONAL,"215 North Harris Street, Sandersville",32.984807,-82.8108781,"32.984807,-82.8108781",Sandersville,Georgia,Washington County,Moye's Insurance Inc
1007,"Joesbury Insurance Agency, inc",OPERATIONAL,"538 West Hill Street, Thomson",33.4606261,-82.5092157,"33.4606261,-82.5092157",Thomson,Georgia,McDuffie County,"Joesbury Insurance Agency, inc"
1008,John Phillips Jr - Aflac Insurance Agent,OPERATIONAL,"3801 Old Dawson Road, Albany",31.613567600000003,-84.2590093,"31.613567600000003,-84.2590093",Albany,Georgia,Dougherty County,Aflac
1009,"Merritt Insurance, Investments & Consulting",OPERATIONAL,"112 Ashley Court, Leesburg",31.6661614,-84.2648905,"31.6661614,-84.26489049999998",Leesburg,Georgia,Lee County,"Merritt Insurance, Investments & Consulting"
1010,Insurance Services-Terrell C,OPERATIONAL,"163 South Main Street, Dawson",31.772966999999998,-84.4469519,"31.772966999999998,-84.4469519",Dawson,Georgia,Terrell County,Insurance Services-Terrell C
1011,Jack Fricks Jr - State Farm Insurance Agent,OPERATIONAL,"326 Elbert Street, Elberton",34.1077328,-82.8583088,"34.1077328,-82.8583088",Elberton,Georgia,Elbert County,Statefarm
1012,"Elbert Insurance Associates, Incorporated",OPERATIONAL,"520 Elbert Street, Elberton",34.1061576,-82.85530190000001,"34.1061576,-82.85530190000001",Elberton,Georgia,Elbert County,"Elbert Insurance Associates, Incorporated"
1013,Franklin Insurance Inc,OPERATIONAL,"264 Heard Street, Elberton",34.107553,-82.862317,"34.107553,-82.86231699999998",Elberton,Georgia,Elbert County,Franklin Insurance Inc
1014,SHK & Associates,OPERATIONAL,"8 North Oliver Street Suite 401, Elberton",34.110417600000005,-82.8675989,"34.110417600000005,-82.86759889999998",Elberton,Georgia,Elbert County,SHK & Associates
1015,Spivey Financial Group,OPERATIONAL,"25 Thomas Street, Elberton",34.1078787,-82.8652191,"34.10787869999999,-82.86521909999998",Elberton,Georgia,Elbert County,Spivey Financial Group
1016,Strickland & Associates,OPERATIONAL,"64 Franklin Springs Street # 101, Royston",34.2872323,-83.11123309999999,"34.2872323,-83.11123309999998",Royston,Georgia,Franklin County,Strickland & Associates
1017,Pinnacle Investment Services,OPERATIONAL,"67 East Franklin Street, Hartwell",34.35293239999999,-82.9281934,"34.35293239999999,-82.9281934",Hartwell,Georgia,Hart County,Pinnacle Investment Services
1018,Jimmy Boyett - State Farm Insurance Agent,OPERATIONAL,"6378 Georgia 72, Colbert",34.03581,-83.23078620000001,"34.03581,-83.23078620000001",Colbert,Georgia,Madison County,Statefarm
1019,Shane Dekle - State Farm Insurance Agent,OPERATIONAL,"1425 South Barnett Shoals Road, Athens",33.9301463,-83.3431829,"33.9301463,-83.3431829",Athens,Georgia,Clarke County,Statefarm
1020,Georgia Farm Bureau,OPERATIONAL,"17 Main Street, Ellaville",32.2377413,-84.30822890000002,"32.23774129999999,-84.30822890000002",Ellaville,Georgia,Schley County,Farm Bureau
1021,Georgia Farm Bureau,OPERATIONAL,"200 North Sumter Street, Oglethorpe",32.2951417,-84.06160899999999,"32.2951417,-84.06160899999998",Oglethorpe,Georgia,Macon County,Farm Bureau
1022,Newman Agency Inc,OPERATIONAL,"136 South Lee Street # B, Americus",32.0708919,-84.2317642,"32.0708919,-84.2317642",Americus,Georgia,Sumter County,Newman Agency Inc
1023,Buena Vista Insurance Agency,OPERATIONAL,"109 East 6th Avenue, Buena Vista",32.317768699999995,-84.5172404,"32.31776869999999,-84.51724039999998",Buena Vista,Georgia,Marion County,Buena Vista Insurance Agency
1024,E W Parish Agency,OPERATIONAL,"339 Broad Street, Richland",32.0898842,-84.6660435,"32.0898842,-84.6660435",Richland,Georgia,Stewart County,E W Parish Agency
1025,Cusseta Insurance,OPERATIONAL,"342 Broad Street, Cusseta",32.3066886,-84.779666,"32.3066886,-84.77966599999998",Cusseta,Georgia,Chattahoochee County,Cusseta Insurance
1026,Health Benefits Association,OPERATIONAL,"1504 Barneyville Road, Sparks",31.223914299999997,-83.4768787,"31.223914299999997,-83.4768787",Sparks,Georgia,Cook County,Health Benefits Association
1027,Grizzle Insurance Inc: Spellins Jean Ann,OPERATIONAL,"143 Glyness Street, Jasper",34.471702,-84.449339,"34.471702,-84.449339",Jasper,Georgia,Pickens County,Grizzle Insurance Inc: Spellins Jean Ann
1028,Northwestern Mutual - F Baird,OPERATIONAL,"4401 Northside Parkway Northwest #260, Atlanta",33.8680011,-84.4490063,"33.8680011,-84.4490063",Atlanta,Georgia,Fulton County,Northwestern Mutual - F Baird
1029,Greg Crenshaw,OPERATIONAL,"475 West Crossville Road, Roswell",34.0544482,-84.3750679,"34.0544482,-84.37506789999998",Roswell,Georgia,Fulton County,Greg Crenshaw
1030,Pearson & Company,OPERATIONAL,"408 Fulwood Boulevard, Tifton",31.465898,-83.52728309999999,"31.465898,-83.52728309999998",Tifton,Georgia,Tift County,Pearson & Company
1031,The Sutton Insurance Agency,OPERATIONAL,"801 Baldwin Drive, Tifton",31.46325,-83.5176677,"31.46324999999999,-83.51766769999998",Tifton,Georgia,Tift County,The Sutton Insurance Agency
1032,Quality Insurance Concepts,OPERATIONAL,"2895 Roscoe Road, Newnan",33.4683031,-84.81962890000001,"33.4683031,-84.81962890000001",Newnan,Georgia,Coweta County,Quality Insurance Concepts
1033,Nationwide Insurance: Lester G Jenkins,OPERATIONAL,"322 North 3rd Avenue, Chatsworth",34.7698802,-84.7693561,"34.7698802,-84.7693561",Chatsworth,Georgia,Murray County,Nationwide
1034,Chad Painter - State Farm Insurance Agent,OPERATIONAL,"1329 East Walnut Avenue, Dalton",34.76158220000001,-84.9467587,"34.76158220000001,-84.94675869999998",Dalton,Georgia,Whitfield County,Statefarm
1035,Ron Greene - State Farm Insurance Agent,OPERATIONAL,"4255 Wade Green Road Bldg 100, Kennesaw",34.0564721,-84.5944934,"34.0564721,-84.59449339999998",Kennesaw,Georgia,Cobb County,Statefarm
1036,Voluntaria para Beneficios en el Trabajo,OPERATIONAL,"1820 The Exchange Southeast #750, Atlanta",33.907131299999996,-84.47918349999999,"33.907131299999996,-84.47918349999998",Atlanta,Georgia,Cobb County,Voluntaria para Beneficios en el Trabajo
1037,Lion Mark Insurance Co,OPERATIONAL,"3490 Piedmont Road Northeast, Atlanta",33.848682200000006,-84.3762099,"33.848682200000006,-84.37620989999998",Atlanta,Georgia,Fulton County,Lion Mark Insurance Co
1038,Insurance Office of America,OPERATIONAL,"3490 Piedmont Road Northeast, Atlanta",33.848682200000006,-84.3762099,"33.848682200000006,-84.37620989999998",Atlanta,Georgia,Fulton County,Insurance Office of America
1039,Allstate Insurance: Hines Michael,OPERATIONAL,"310 Paper Trail Way # 105, Canton",34.193971600000005,-84.4464313,"34.193971600000005,-84.4464313",Holly Springs,Georgia,Cherokee County,Allstate
