agency_name,agency_status,agency_address,agency_latitude,agency_longitude,latlng,city,GA_state,county
Alfa Insurance - ADO Insurance,OPERATIONAL,"2314 Moody Road, Warner Robins",32.5866924,-83.622376,"32.58669239999999,-83.622376",Warner Robins,Georgia,Houston County
Elwood Waites Insurance,OPERATIONAL,Perry,32.4655255,-83.7300204,"32.4655255,-83.7300204",Perry,Georgia,Houston County
Henry Hopson Jr - State Farm Insurance Agent,OPERATIONAL,"104 Gunn Road ste a, Centerville",32.62407,-83.688623,"32.62407,-83.68862299999998",Centerville,Georgia,Houston County
Signature Insurance Group,OPERATIONAL,"950 South Broad Street, Commerce",34.1950245,-83.4485528,"34.1950245,-83.44855279999999",Commerce,Georgia,Jackson County
Farmers Insurance - D Allen Morris,OPERATIONAL,"201 East 1st Street, Vidalia",32.2166123,-82.4115414,"32.2166123,-82.41154139999998",Vidalia,Georgia,Toombs County
Economy Insurance & Tax,OPERATIONAL,"520 Gentilly Road, Statesboro",32.434009,-81.770289,"32.434009,-81.77028899999998",Statesboro,Georgia,Bulloch County
C T Brokerage LLC,OPERATIONAL,"709 East Main Street, Colquitt",31.1722948,-84.7198966,"31.172294800000003,-84.71989660000001",Colquitt,Georgia,Miller County
Ryan Jeremy,OPERATIONAL,"218 South West Street B, Bainbridge",30.904568,-84.5766213,"30.90456799999999,-84.5766213",Bainbridge,Georgia,Decatur County
Rick Hill - State Farm Insurance Agent,OPERATIONAL,"5111 Armour Road, Columbus",32.5143244,-84.9533039,"32.51432440000001,-84.95330390000001",Columbus,Georgia,Muscogee County
Thomas Insurance,OPERATIONAL,"5001 14th Avenue, Columbus",32.5129121,-84.9706695,"32.5129121,-84.9706695",Columbus,Georgia,Muscogee County
Pass Agency,OPERATIONAL,"5727 Moon Road # F, Columbus",32.5265195,-84.9270058,"32.5265195,-84.92700579999998",Columbus,Georgia,Muscogee County
Becky Goldsmith - State Farm Insurance Agent,OPERATIONAL,"7505 Veterans Parkway, Columbus",32.5558623,-84.9461455,"32.5558623,-84.9461455",Columbus,Georgia,Muscogee County
M. C. Phillips: Allstate Insurance,OPERATIONAL,"1601 12th Street Ste 6, Columbus",32.4689356,-84.9687754,"32.46893559999999,-84.96877540000001",Columbus,Georgia,Muscogee County
Blue Cross Blue Shield of GA-Lisa Lyle,OPERATIONAL,"400-C Hawthorne Lane, Athens",33.9694722,-83.4168648,"33.9694722,-83.4168648",Athens,Georgia,Clarke County
Primerica,OPERATIONAL,"283 East Broad Street 2nd floor, Athens",33.9580787,-83.3746192,"33.9580787,-83.3746192",Athens,Georgia,Clarke County
"Hyman Brown Insurance Agency, Inc. (hbia)",OPERATIONAL,"1195 Washington Street, Jefferson",34.1296351,-83.5869222,"34.1296351,-83.58692219999998",Jefferson,Georgia,Jackson County
Affiliated Insurance Group,OPERATIONAL,"101 Devant Street # 902B, Fayetteville",33.4501045,-84.4836624,"33.45010450000001,-84.4836624",Fayetteville,Georgia,Fayette County
Gerald Bailey Insurance,OPERATIONAL,"314 North Expressway, Griffin",33.2521468,-84.2872334,"33.2521468,-84.28723339999998",Griffin,Georgia,Spalding County
Scott Woodward - State Farm Insurance Agent,OPERATIONAL,"7280 Georgia 16 ste k, Senoia",33.2940594,-84.5722091,"33.294059399999995,-84.5722091",Senoia,Georgia,Coweta County
Tim Furlow,OPERATIONAL,"207 East Taylor Street, Griffin",33.2471017,-84.262104,"33.2471017,-84.26210400000001",Griffin,Georgia,Spalding County
Cotton States Insurance,OPERATIONAL,"244 Odell Road # 4, Griffin",33.2164467,-84.2900614,"33.21644669999999,-84.2900614",Griffin,Georgia,Spalding County
Acceptance Insurance,OPERATIONAL,"1435 North Expressway Ste 102, Griffin",33.2715842,-84.2923668,"33.2715842,-84.2923668",Griffin,Georgia,Spalding County
Aflac: Bonnie Bishop,OPERATIONAL,"74 Cody Trail, Senoia",33.292939,-84.535441,"33.292939000000004,-84.53544099999998",Senoia,Georgia,Coweta County
Farmers Insurance - Ragan Peluso,OPERATIONAL,"287B College Drive, Barnesville",33.0550792,-84.1535537,"33.0550792,-84.15355369999997",Barnesville,Georgia,Lamar County
Smarr Financial Services,OPERATIONAL,"3399 Peachtree Road, Atlanta",33.8456761,-84.3594216,"33.8456761,-84.35942159999998",Atlanta,Georgia,Fulton County
Darrin Collins: Allstate Insurance,OPERATIONAL,"5901 Ptrdndy Rd Ste C80, NE, Atlanta",33.9162702,-84.3503734,"33.91627020000001,-84.35037340000001",Atlanta,Georgia,Fulton County
Partners Benefit Group,OPERATIONAL,"120 North Madison Street, Thomasville",30.837852,-83.9815439,"30.837852,-83.98154389999998",Thomasville,Georgia,Thomas County
Michael Barr - State Farm Insurance Agent,OPERATIONAL,"311 Kern Street, Thomasville",30.8361825,-83.9673282,"30.8361825,-83.9673282",Thomasville,Georgia,Thomas County
Farmers Insurance - Angelia Jacobs,OPERATIONAL,"604 Fleming Road, Cordele",31.9631265,-83.7680912,"31.9631265,-83.7680912",Cordele,Georgia,Crisp County
Grimsley Agency,OPERATIONAL,"203 Commerce Street, Hawkinsville",32.2854574,-83.4814687,"32.2854574,-83.48146870000001",Hawkinsville,Georgia,Pulaski County
Benefit Specialists Group Inc,OPERATIONAL,"106 7th Street North # K, Cordele",31.9694172,-83.7823755,"31.969417200000002,-83.7823755",Cordele,Georgia,Crisp County
Ballinger Ann,OPERATIONAL,"103 Midway Crossing # A, Demorest",34.5465381,-83.5511734,"34.5465381,-83.55117340000001",Demorest,Georgia,Habersham County
Frandisco Property & Casualty,OPERATIONAL,"135 East Tugalo Street, Toccoa",34.5805151,-83.3278853,"34.5805151,-83.32788529999998",Toccoa,Georgia,Stephens County
Shucheng Xu American Family Insurance,OPERATIONAL,"2175 Highpoint Road, Snellville",33.8497813,-84.043464,"33.84978129999999,-84.043464",Snellville,Georgia,Gwinnett County
All City Insurance,OPERATIONAL,"173 Dekalb Industrial Way, Decatur",33.781089,-84.2736364,"33.78108899999999,-84.2736364",Decatur,Georgia,DeKalb County
Prudential | Bill Markert | Life Insurance & Financial Services,OPERATIONAL,"250 East Ponce de Leon Avenue #322, Decatur",33.77594,-84.2931747,"33.775940000000006,-84.29317470000002",Decatur,Georgia,DeKalb County
Stacey Randolph-Castillo: Allstate Insurance,OPERATIONAL,"1745 Highway 138 Southeast Ste C7, Conyers",33.6443865,-84.016133,"33.644386499999996,-84.016133",Conyers,Georgia,Rockdale County
Taryn Lawrence - State Farm Insurance Agent,OPERATIONAL,"1234 South Hairston Road #22, Stone Mountain",33.7591949,-84.1958935,"33.7591949,-84.19589350000001",Stone Mountain,Georgia,DeKalb County
SunTrust,OPERATIONAL,"930 main Street, Conyers",33.6674597,-84.0170263,"33.6674597,-84.01702630000003",Conyers,Georgia,Rockdale County
Triumph Research Specialists,OPERATIONAL,"279 West Crogan Street, Lawrenceville",33.9559545,-83.9907528,"33.9559545,-83.9907528",Lawrenceville,Georgia,Gwinnett County
The Hartford,OPERATIONAL,"1026 12 Oaks Circle, Watkinsville",33.8831042,-83.433251,"33.88310419999999,-83.43325100000001",Watkinsville,Georgia,Oconee County
Bruce Morris - State Farm Insurance Agent,OPERATIONAL,"1600 South Main Street a, Greensboro",33.5594434,-83.1850585,"33.5594434,-83.1850585",Greensboro,Georgia,Greene County
Angie Phelps Insurance,OPERATIONAL,"116 North Main Street, Greensboro",33.576537,-83.182856,"33.576537,-83.182856",Greensboro,Georgia,Greene County
Franklin Insurance Inc,OPERATIONAL,"818 East Robert Toombs Avenue, Washington",33.7297322,-82.7213639,"33.7297322,-82.72136390000001",Washington,Georgia,Wilkes County
Jeremy Hoyt - COUNTRY Financial representative,OPERATIONAL,"6 W Public Square, Washington",33.7374441,-82.7395879,"33.7374441,-82.73958789999998",Washington,Georgia,Wilkes County
Johnson Insurance Services,OPERATIONAL,"103 South Alexander Avenue, Washington",33.7360988,-82.7363591,"33.73609879999999,-82.73635910000002",Washington,Georgia,Wilkes County
Nationwide Insurance: Angela L Atkinson Agency,OPERATIONAL,"114 East Broad Street, Greensboro",33.5760329,-83.1818483,"33.576032899999994,-83.1818483",Greensboro,Georgia,Greene County
Signature Insurance Group,OPERATIONAL,"116 North Main Street, Greensboro",33.5765434,-83.18283,"33.5765434,-83.18283000000001",Greensboro,Georgia,Greene County
BB&T Insurance Services,OPERATIONAL,"201 South Main Street, Greensboro",33.5745675,-83.1831126,"33.5745675,-83.18311259999999",Greensboro,Georgia,Greene County
"Lakeside Coverage, Inc",OPERATIONAL,"1060 Salem Walk Drive, Greensboro",33.4637084,-83.2424342,"33.46370839999999,-83.24243419999998",Greensboro,Georgia,Greene County
AIC/Insuring America,OPERATIONAL,"6340 Lake Oconee Parkway #100, Greensboro",33.457172,-83.244095,"33.457172,-83.24409500000002",Greensboro,Georgia,Greene County
Georgia Farm Bureau,OPERATIONAL,"1570 South Main Street, Greensboro",33.5605486,-83.1842638,"33.560548600000004,-83.1842638",Greensboro,Georgia,Greene County
Tri-County Insurance,OPERATIONAL,"638 Thomson Highway, Warrenton",33.4083979,-82.6426135,"33.4083979,-82.6426135",Warrenton,Georgia,Warren County
Howard Hightower - State Farm Insurance Agent,OPERATIONAL,"5960 Zebulon Road, Macon",32.8781784,-83.7607058,"32.878178399999996,-83.7607058",Macon,Georgia,Bibb County
TikkunOlam & Company Insurance,OPERATIONAL,"3313 Holley Road, Lizella",32.8021748,-83.8041987,"32.8021748,-83.80419870000001",Lizella,Georgia,Bibb County
Willis Insurance: Baltz Dennis,OPERATIONAL,"1 Glenlake Parkway Northeast # 1100, Atlanta",33.9343646,-84.3593323,"33.93436459999999,-84.35933229999998",Sandy Springs,Georgia,Fulton County
Northwest Mutual Insurance Co,OPERATIONAL,"5 Concourse Parkway # 2410, Atlanta",33.9169723,-84.3545991,"33.9169723,-84.35459909999999",Atlanta,Georgia,Fulton County
Financial Management Brokerage,OPERATIONAL,"233 12th Street #330, Columbus",32.4687895,-84.9893935,"32.4687895,-84.98939349999998",Columbus,Georgia,Muscogee County
Flowers-Lewis & Associates,OPERATIONAL,"2221 Manchester Expressway, Columbus",32.5073228,-84.9599059,"32.5073228,-84.9599059",Columbus,Georgia,Muscogee County
Humana Inc,OPERATIONAL,"1224 Peacock Avenue, Columbus",32.4703707,-84.9615364,"32.47037069999999,-84.9615364",Columbus,Georgia,Muscogee County
Farm Bureau Mutual Insurance,OPERATIONAL,"229 Johnson Street Southeast, Dawson",31.7722629,-84.4459046,"31.77226289999999,-84.44590459999998",Dawson,Georgia,Terrell County
AXIS Capital,OPERATIONAL,"10000 Avalon Boulevard Suite 200, Alpharetta",34.0698047,-84.2742998,"34.06980469999999,-84.27429980000001",Alpharetta,Georgia,Fulton County
Balanced Equities Inc,OPERATIONAL,"312 Maxwell Road #400, Alpharetta",34.0677518,-84.300735,"34.067751799999996,-84.300735",Alpharetta,Georgia,Fulton County
Dave Harden - State Farm Insurance Agent,OPERATIONAL,"5950 Bethelview Road #100, Cumming",34.1646351,-84.1780076,"34.16463509999999,-84.17800759999999",Cumming,Georgia,Forsyth County
Chad Logan - COUNTRY Financial representative,OPERATIONAL,"800 Old Dawson Village Road Ste 120, Dawsonville",34.3619789,-84.0323968,"34.3619789,-84.0323968",Dawsonville,Georgia,Dawson County
Taylor Insurance Services,OPERATIONAL,"227 Sandy Springs Place Northeast d133, Atlanta",33.920169,-84.382253,"33.920169,-84.38225299999998",Sandy Springs,Georgia,Fulton County
Leonard Insurance Inc,OPERATIONAL,"123 Murray Street, Chatsworth",34.8240875,-84.7568982,"34.82408749999999,-84.75689820000002",Chatsworth,Georgia,Murray County
Sam Clinkscales Jr Agency,OPERATIONAL,"1516 Clinkscales Road, Blakely",31.3927124,-84.8555429,"31.3927124,-84.8555429",Blakely,Georgia,Early County
Oak City Insurance,OPERATIONAL,"504 Planter Street, Bainbridge",30.9080746,-84.5723469,"30.908074600000003,-84.5723469",Bainbridge,Georgia,Decatur County
"Stacy Culpepper Agency, LLC American Family Insurance",OPERATIONAL,"1071 Founders Boulevard, Athens",33.9084849,-83.4533544,"33.9084849,-83.45335440000001",Athens,Georgia,Oconee County
State Farm,OPERATIONAL,"103 Darsa Drive, Dublin",32.5443732,-82.9404986,"32.5443732,-82.9404986",Dublin,Georgia,Laurens County
Retirebydesign,OPERATIONAL,"1412 Russell Parkway, Warner Robins",32.594383,-83.6524939,"32.59438299999999,-83.65249390000002",Warner Robins,Georgia,Houston County
Phillip Kidd Financial,OPERATIONAL,"1108 North Way, Darien",31.379062,-81.4331056,"31.379062,-81.43310559999998",Darien,Georgia,McIntosh County
Galis/Stewart Insurance,OPERATIONAL,"1401 Union Street, Brunswick",31.1483465,-81.4931546,"31.148346500000002,-81.4931546",Brunswick,Georgia,Glynn County
"Robinson & Associates Insurance, Inc",OPERATIONAL,"4 Retreat Place, St. Simons Island",31.1589066,-81.3892753,"31.158906599999998,-81.38927530000001",St. Simons Island,Georgia,Glynn County
Primerica,OPERATIONAL,"3441 Cypress Mill Road ste 203-5, Brunswick",31.1952525,-81.4825914,"31.19525249999999,-81.48259139999998",Brunswick,Georgia,Glynn County
Client Tell,OPERATIONAL,"3185 Madison Highway, Valdosta",30.7637548,-83.2672919,"30.7637548,-83.26729189999998",Valdosta,Georgia,Lowndes County
Southside Title Pawn,OPERATIONAL,"414 N, Saint Augustine Road, Valdosta",30.8323349,-83.3114805,"30.8323349,-83.3114805",Valdosta,Georgia,Lowndes County
Intervest International Inc,OPERATIONAL,"3402 Bemiss Road, Valdosta",30.8876,-83.272,"30.8876,-83.27199999999998",Valdosta,Georgia,Lowndes County
State Farm,OPERATIONAL,Quitman,30.7846472,-83.5575571,"30.784647200000002,-83.5575571",Quitman,Georgia,Brooks County
Woodmen of the World Insurance,OPERATIONAL,"401 Prosser Road, Milledgeville",33.077778,-83.055412,"33.077778,-83.05541199999998",Milledgeville,Georgia,Baldwin County
Woodmen of the World Insurance,OPERATIONAL,"57 West Calhoun Street, Wadley",32.8660868,-82.4064058,"32.866086800000005,-82.4064058",Wadley,Georgia,Jefferson County
Jordan Peavey - State Farm Insurance Agent,OPERATIONAL,"305 West Main Street, Swainsboro",32.5945437,-82.3387453,"32.594543699999996,-82.3387453",Swainsboro,Georgia,Emanuel County
Fleming & Riles Insurance,OPERATIONAL,"636 Pointe North Boulevard, Albany",31.61235,-84.2250335,"31.61235,-84.2250335",Albany,Georgia,Dougherty County
Luckie Insurance,OPERATIONAL,"1277 U.S. 82, Leesburg",31.6353121,-84.2447872,"31.635312100000004,-84.24478719999998",Leesburg,Georgia,Lee County
Farmers Insurance Sherlyn Wilson Agency,OPERATIONAL,"13010 Morris Road, Alpharetta",34.0961337,-84.2626691,"34.09613369999999,-84.2626691",Milton,Georgia,Fulton County
National Transportation: Munson Richard,OPERATIONAL,"1051 Cambridge Square, Alpharetta",34.067593,-84.315105,"34.067593,-84.315105",Alpharetta,Georgia,Fulton County
Long Term Care Insurance Partner,OPERATIONAL,"312 Maxwell Road, Alpharetta",34.0671569,-84.3005742,"34.06715689999999,-84.30057420000001",Alpharetta,Georgia,Fulton County
Alfa Insurance - Brad Bowen Agency,OPERATIONAL,"3598 Old Milton Parkway, Alpharetta",34.0658787,-84.2552177,"34.0658787,-84.2552177",Alpharetta,Georgia,Fulton County
Cotton States Insurance,OPERATIONAL,"3556 Old Milton Parkway, Alpharetta",34.0665797,-84.2561037,"34.066579700000005,-84.2561037",Alpharetta,Georgia,Fulton County
Rick Kilpatrick: Allstate Insurance,OPERATIONAL,"1810 Wylds Road Ste D, Augusta",33.4573651,-82.0718047,"33.457365100000004,-82.0718047",Augusta,Georgia,Richmond County
Allstate Insurance Jamie Felder,OPERATIONAL,"205 North Belair Road, Evans",33.5143915,-82.1427022,"33.51439149999999,-82.1427022",Evans,Georgia,Columbia County
Horace Mann Insurance Co,OPERATIONAL,"119 Davis Road, Augusta",33.509261,-82.084974,"33.509260999999995,-82.084974",Martinez,Georgia,Columbia County
Acceptance Insurance,OPERATIONAL,"2485 North Columbia Street #111, Milledgeville",33.1125633,-83.2558696,"33.112563300000005,-83.2558696",Milledgeville,Georgia,Baldwin County
SunTrust,OPERATIONAL,"2501 North Columbia Street, Milledgeville",33.1134117,-83.2580354,"33.11341170000001,-83.25803540000001",Milledgeville,Georgia,Baldwin County
Bobby Brown Insurance Agency,OPERATIONAL,"1531 North Columbia Street, Milledgeville",33.0966991,-83.2420065,"33.0966991,-83.24200649999999",Milledgeville,Georgia,Baldwin County
Dyer Bill,OPERATIONAL,"452 South Wayne Street, Milledgeville",33.0758864,-83.2252228,"33.0758864,-83.2252228",Milledgeville,Georgia,Baldwin County
Wilkinson Insurance,OPERATIONAL,"221 North Wayne Street, Milledgeville",33.0832726,-83.2274362,"33.0832726,-83.22743620000001",Milledgeville,Georgia,Baldwin County
Andy Cowart - State Farm Insurance Agent,OPERATIONAL,"110 Executive Parkway, Milledgeville",33.0990407,-83.2586418,"33.0990407,-83.25864179999998",Milledgeville,Georgia,Baldwin County
Hogg Insurance Agency,OPERATIONAL,"101 Chase Court Northwest A, Milledgeville",33.0972179,-83.2560184,"33.0972179,-83.2560184",Milledgeville,Georgia,Baldwin County
A. Bruce Dempster: Allstate Insurance,OPERATIONAL,"3006 Heritage Road Ste B, Milledgeville",33.119842,-83.260902,"33.11984199999999,-83.260902",Milledgeville,Georgia,Baldwin County
Merritt Massey - State Farm Insurance Agent,OPERATIONAL,"3006 Heritage Road ste d, Milledgeville",33.1198781,-83.2609388,"33.1198781,-83.26093879999998",Milledgeville,Georgia,Baldwin County
Murphey Insurance Inc,OPERATIONAL,"145 Garrett Way, Milledgeville",33.096282,-83.252561,"33.096282,-83.252561",Milledgeville,Georgia,Baldwin County
Central Insurance Group,OPERATIONAL,"3008 Heritage Road, Milledgeville",33.120298,-83.261077,"33.120298,-83.261077",Milledgeville,Georgia,Baldwin County
First American Title Lending,OPERATIONAL,"2485 North Columbia Street # 90, Milledgeville",33.1125633,-83.2558696,"33.112563300000005,-83.2558696",Milledgeville,Georgia,Baldwin County
Durden Home/Commercial Inspctn,OPERATIONAL,"971 Sheppard Road, Tennille",32.914362,-82.7194304,"32.914362,-82.71943040000001",Sandersville,Georgia,Washington County
VanMinos Insurance Agency,OPERATIONAL,"92 North Sage Street, Toccoa",34.5787037,-83.3298137,"34.5787037,-83.3298137",Toccoa,Georgia,Stephens County
Jack Bradley Agency,OPERATIONAL,"327 Helen Highway, Cleveland",34.605288,-83.76143,"34.605288,-83.76142999999998",Cleveland,Georgia,White County
Graham Farms Insurance,OPERATIONAL,"211 East Oak Street # 6, McRae-Helena",32.0658465,-82.8924743,"32.0658465,-82.89247429999998",McRae-Helena,Georgia,Telfair County
Dana Smith - Allstate Agent,OPERATIONAL,"1535 U.S. 19, Leesburg",31.6327985,-84.1750134,"31.6327985,-84.17501340000001",Leesburg,Georgia,Lee County
Krista Anderson - State Farm Insurance Agent,OPERATIONAL,"2376 US Hwy 80 W, Ste 6, Dublin",32.5480952,-82.9702535,"32.5480952,-82.9702535",Dublin,Georgia,Laurens County
Farm Bureau,OPERATIONAL,"14010 U.S. 80, Jeffersonville",32.6830288,-83.3414081,"32.6830288,-83.3414081",Jeffersonville,Georgia,Twiggs County
Ty Cobb Healthcare System,OPERATIONAL,Toccoa,34.5805151,-83.3278853,"34.5805151,-83.32788529999998",Toccoa,Georgia,Stephens County
Williams Insurance,OPERATIONAL,"105 East Kelly Street, Sylvester",31.5276283,-83.8371645,"31.5276283,-83.8371645",Sylvester,Georgia,Worth County
Pro Insurance,OPERATIONAL,"321 North Main Street, Moultrie",31.1836717,-83.7893003,"31.1836717,-83.78930030000001",Moultrie,Georgia,Colquitt County
DWB Insurance the Muggridge Family,OPERATIONAL,"1148 Dawson Road, Albany",31.5839046,-84.18055,"31.58390459999999,-84.18055",Albany,Georgia,Dougherty County
Horace Mann Insurance Co.,OPERATIONAL,"215 Wes Park Drive, Perry",32.4752172,-83.7088502,"32.4752172,-83.7088502",Perry,Georgia,Houston County
